AG.01	N-1323145	17.6	-61.8	Barbuda
SI.38	N-82934	45.6	14.3	Ilirska Bistrica
SI.39	N243868	45.9	14.8	Ivančna Gorica
SI.39	N243868	45.9	14.8	Ivancna Gorica
SI.40	N-83100	45.5	13.7	Izola-Isola
SI.40	N-83100	45.5	13.7	Opstina Izola
SI.40	N-83100	45.5	13.7	Isola
SI.40	N-83100	45.5	13.7	Izola
SI.40	N-83100	45.5	13.7	Obcina Izola-Isola
SI.40	N-83100	45.5	13.7	Izola
SI.40	N-83100	45.5	13.7	Comune di Isola
SI.H4	N-83665	46.5	14.1	Opstina Jesenice
SI.H4	N-83665	46.5	14.1	Jesenice
SI.H4	N-83665	46.5	14.1	Jesenice
SI.H5	N9123300	46.4	14.5	Jezersko
SI.H5	N9123300	46.4	14.5	Jezersko
SI.42	N243986	46.5	16.0	Juršinci
SI.42	N243986	46.5	16.0	Jursinci
SI.H6	N-84140	46.2	14.7	Opstina Kamnik
SI.H6	N-84140	46.2	14.7	Kamnik
SI.H6	N-84140	46.2	14.7	Kamnik
SI.45	N243934	46.4	15.8	Kidričevo
SI.45	N243934	46.4	15.8	Kidricevo
SI.46	N243500	46.2	13.5	Kobarid
SI.46	N243500	46.2	13.5	Kobarid
SI.47	N244026	46.7	16.4	Kobilje
SI.47	N244026	46.7	16.4	Kobilje
SI.62	N243854	46.4	14.8	Ljubno
SI.62	N243854	46.4	14.8	Ljubno
SI.61	N244617	46.0	14.6	Ljubljana
SI.61	N244617	46.0	14.6	Ljubljana
SI.I6	N-87357	46.5	16.1	Opstina Ljutomer
SI.I6	N-87357	46.5	16.1	Ljutomer
SI.I6	N-87357	46.5	16.1	Ljutomer
SI.O4	N11284573	46.0	14.4	Log-Dragomer
SI.O4	N11284573	46.0	14.4	Log-Dragomer
SI.64	N-87383	45.9	14.2	Opstina Logatec
SI.64	N-87383	45.9	14.2	Longatico
SI.64	N-87383	45.9	14.2	Logatec
SI.64	N-87383	45.9	14.2	Logatec
SI.I7	N243445	45.7	14.5	Loška Dolina
SI.I7	N243445	45.7	14.5	Loska Dolina
SI.66	N243448	45.7	14.6	Loški Potok
SI.66	N243448	45.7	14.6	Loski Potok
SI.I8	N9123434	46.5	15.4	Lovrenc na Pohorju
SI.I8	N9123434	46.5	15.4	Lovrenc na Pohorju
SI.I9	N243738	46.4	14.7	Luče
SI.I9	N243738	46.4	14.7	Luce
SI.68	N243862	46.2	14.8	Lukovica
SI.68	N243862	46.2	14.8	Lukovica
SI.J1	N243938	46.3	15.8	Majšperk
SI.J1	N243938	46.3	15.8	Majsperk
SI.O5	N11284574	46.3	15.7	Makole
SI.O5	N11284574	46.3	15.7	Makole
SI.J2	N-88557	46.6	15.6	Opstina Maribor
SI.J2	N-88557	46.6	15.6	Maribor
SI.J2	N-88557	46.6	15.6	Maribor
SI.J3	N9123442	46.4	16.0	Markovci
SI.J3	N9123442	46.4	16.0	Markovci
SI.D7	N-98293	46.4	15.1	Opstina Titovo Velenje
SI.D7	N-98293	46.4	15.1	Opstina Velenje
SI.D7	N-98293	46.4	15.1	Mestna Obcina Velenje
SI.D7	N-98293	46.4	15.1	Velenje
SI.M7	N9123444	46.5	15.9	Obcina Trnovska Vas
SI.M7	N9123444	46.5	15.9	Trnovska Vas
SI.09	N243463	45.9	14.4	Brezovica
SI.09	N243463	45.9	14.4	Brezovica
SI.11	N-77144	46.2	15.3	Opstina Celje
SI.11	N-77144	46.2	15.3	Celje
SI.11	N-77144	46.2	15.3	Celje
SI.F8	N9123484	46.7	16.0	Cankova
SI.F8	N9123484	46.7	16.0	Cankova
SI.12	N243519	46.2	14.5	Cerklje na Gorenjskem
SI.12	N243519	46.2	14.5	Cerklje na Gorenjskem
SI.13	N-77247	45.8	14.4	Opstina Cerknica
SI.13	N-77247	45.8	14.4	Cerknica
SI.13	N-77247	45.8	14.4	Cerknica
SI.14	N243488	46.1	14.0	Cerkno
SI.14	N243488	46.1	14.0	Cerkno
SI.F9	N9123446	46.6	15.9	Cerkvenjak
SI.F9	N9123446	46.6	15.9	Cerkvenjak
SI.O1	N11284566	46.3	16.0	Cirkulane
SI.O1	N11284566	46.3	16.0	Cirkulane
SI.15	N244034	46.6	16.3	Obcina Crensovci
SI.15	N244034	46.6	16.3	Crensovci
SI.16	N243850	46.5	14.8	Crna na Koroskem
SI.16	N243850	46.5	14.8	Obcina Crna na Koroskem
SI.17	N-77855	45.5	15.2	Opstina Crnomelj
SI.17	N-77855	45.5	15.2	Obcina Crnomelj
SI.17	N-77855	45.5	15.2	Crnomelj
SI.M6	N9123483	46.7	16.1	Tisina
SI.M6	N9123483	46.7	16.1	Obcina Tisina
SI.L7	N-95385	46.2	15.4	Opstina Sentjur pri Celju
SI.L7	N-95385	46.2	15.4	Sentjur pri Celju
SI.L7	N-95385	46.2	15.4	Obcina Sentjur
SI.L7	N-95385	46.2	15.4	Sentjur
SI.L7	N-95385	46.2	15.4	Obcina Sentjur pri Celju
SI.P2	N11285328	46.0	15.1	Obcina Sentrupert
SI.P2	N11285328	46.0	15.1	Sentrupert
SI.B6	N-95490	46.0	15.3	Opstina Sevnica
SI.B6	N-95490	46.0	15.3	Obcina Sevnica
SI.B6	N-95490	46.0	15.3	Sevnica
SI.K7	N-93439	46.4	15.9	Opstina Ptuj
SI.K7	N-93439	46.4	15.9	Mestna Obcina Ptuj
SI.K7	N-93439	46.4	15.9	Ptuj
SI.97	N244009	46.7	16.1	Obcina Puconci
SI.97	N244009	46.7	16.1	Puconci
SI.98	N243928	46.5	15.6	Obcina Race-Fram
SI.98	N243928	46.5	15.6	Race-Fram
SI.99	N243864	46.1	15.1	Obcina Radece
SI.99	N243864	46.1	15.1	Radece
SI.C1	N243456	46.0	14.6	Obcina Skofljica
SI.C1	N243456	46.0	14.6	Skofljica
SI.C2	N-96093	46.5	15.1	Opstina Slovenj Gradec
SI.C2	N-96093	46.5	15.1	Mestna Obcina Slovenj Gradec
SI.C2	N-96093	46.5	15.1	Slovenj Gradec
SI.N2	N243942	46.4	15.9	Obcina Videm
SI.N2	N243942	46.4	15.9	Videm
SI.B7	N-95495	45.7	13.9	Opstina Sezana
SI.B7	N-95495	45.7	13.9	Obcina Sezana
SI.B7	N-95495	45.7	13.9	Sezana
SI.B8	N243884	45.9	15.3	Obcina Skocjan
SI.B8	N243884	45.9	15.3	Skocjan
SI.B9	N-95830	46.2	14.3	Opstina Skofja Loka
SI.B9	N-95830	46.2	14.3	Obcina Skofja Loka
SI.B9	N-95830	46.2	14.3	Skofja Loka
SI.P9	N13745053	45.6	13.7	Ancarano
SI.P9	N13745053	45.6	13.7	Ankaran
SI.P9	N13745053	45.6	13.7	Ancarano
SI.P9	N13745053	45.6	13.7	Ankaran
SI.0	N243990	46.5	15.9	Destrnik-Trnovska Vas
SI.0	N243990	46.5	15.9	Destrnik-Trnovska Vas
SI.0	N243900	46.6	15.3	Podvelka-Ribnica
SI.0	N243900	46.6	15.3	Obcina Podvelka-Ribnica
SI.0	N244004	46.7	16.1	Cankova-Tisina
SI.0	N244004	46.7	16.1	Cankova-Tišina
SI.0	N244023	46.8	16.3	Hodoš Šalovci
SI.0	N244023	46.8	16.3	Hodos Salovci
SI.44	N243479	46.1	13.6	Kanal ob Soci
SI.44	N243479	46.1	13.6	Obcina Kanal ob Soci
SI.44	N243479	46.1	13.6	Obcina Kanal
SI.44	N243479	46.1	13.6	Kanal
SL.01	N-1315369	8.2	-11.0	South East Province
SL.01	N-1315369	8.2	-11.0	South Eastern Province
SL.01	N-1315369	8.2	-11.0	Eastern
SL.01	N-1315369	8.2	-11.0	Eastern
SL.03	N-1321178	7.8	-12.0	Southern
SL.03	N-1321178	7.8	-12.0	South Western Province
SL.03	N-1321178	7.8	-12.0	Central Province
SL.03	N-1321178	7.8	-12.0	South West Province
SL.03	N-1321178	7.8	-12.0	Southern
SL.04	N-1321856	8.3	-13.1	Western Area
SL.02	N-1320124	9.2	-11.5	Northern
SL.02	N-1320124	9.2	-11.5	Northern
SL.05	N14560872	9.0	-12.6	North Western
SL.05	N14560872	9.0	-12.6	North Western
SM.06	N9171958	43.9	12.5	Borgo Maggiore
SM.06	N9171958	43.9	12.5	Borgo Maggiore
SM.02	N-115412	43.9	12.4	Castello di Chiesanuova
SM.02	N-115412	43.9	12.4	Chiesanuova
SM.03	N9171960	44.0	12.5	Domagnano
SM.03	N9171960	44.0	12.5	Castello di Domagnano
SM.04	N9171961	43.9	12.5	Faetano
SM.04	N9171961	43.9	12.5	Castello di Faetano
SM.05	N9171962	43.9	12.5	Fiorentino
SM.05	N9171962	43.9	12.5	Castello di Fiorentino
SM.08	N9171963	43.9	12.5	Montegiardino
SM.08	N9171963	43.9	12.5	Castello di Montegiardino
SM.07	N9171954	43.9	12.4	Citta di San Marino
SM.07	N9171954	43.9	12.4	Castello di San Marino
SM.07	N9171954	43.9	12.4	San Marino Citta
SM.07	N9171954	43.9	12.4	Castello di San Marino Citta
SM.09	N-129575	44.0	12.5	Castello di Serravalle
SM.09	N-129575	44.0	12.5	Serravalle
SM.01	N9171957	44.0	12.4	Acquaviva
SM.01	N9171957	44.0	12.4	Acquaviva
SO.21	N9244527	10.5	43.5	Awadal Region
SO.21	N9244527	10.5	43.5	Awdal
SO.21	N9244527	10.5	43.5	Awdal
SO.13	N-3229128	3.0	46.0	Shabeelle Dhexaad
SO.13	N-3229128	3.0	46.0	Middle Scebeli
SO.13	N-3229128	3.0	46.0	Province of Central Shabelle
SO.13	N-3229128	3.0	46.0	Central Shabele
SO.13	N-3229128	3.0	46.0	Middle Shabele
SO.13	N-3229128	3.0	46.0	Shabeellaha Dhexe
SO.13	N-3229128	3.0	46.0	Gobolka Shabeellaha Dhexe
SO.13	N-3229128	3.0	46.0	Shabeele Dhexe Region
SO.13	N-3229128	3.0	46.0	Middle Shabeelle
SO.13	N-3229128	3.0	46.0	Middle Shabelli
SO.13	N-3229128	3.0	46.0	Upper Shabelle
SO.13	N-3229128	3.0	46.0	Middle Shebelli
SO.01	N-3215910	4.0	44.0	Bakol
SO.01	N-3215910	4.0	44.0	Bakool Region
SO.01	N-3215910	4.0	44.0	Province of Bakol
SO.01	N-3215910	4.0	44.0	Bakool
SO.01	N-3215910	4.0	44.0	Bakool
SO.02	N-3216059	2.1	45.4	Gobolka Xamar
SO.02	N-3216059	2.1	45.4	Mogadiscio
SO.02	N-3216059	2.1	45.4	Benaadir
SO.02	N-3216059	2.1	45.4	Mogadishu
SO.02	N-3216059	2.1	45.4	Benadir
SO.02	N-3216059	2.1	45.4	Banadir Region
SO.02	N-3216059	2.1	45.4	Benadir Region
SO.02	N-3216059	2.1	45.4	Banaadir
SO.02	N-3216059	2.1	45.4	Banaadir
SO.03	N-3216231	10.0	50.0	Mijjertenia
SO.03	N-3216231	10.0	50.0	Mijertinia
SO.03	N-3216231	10.0	50.0	Majerteinia
SO.03	N-3216231	10.0	50.0	Majeerteen
SO.03	N-3216231	10.0	50.0	Migiurtinia
SO.03	N-3216231	10.0	50.0	Bari Region
SO.03	N-3216231	10.0	50.0	Bari
SO.03	N-3216231	10.0	50.0	Bari
SO.04	N-3216354	3.0	43.5	Jubada Sarree
SO.04	N-3216354	3.0	43.5	Upper Juba
SO.04	N-3216354	3.0	43.5	Province of Bay
SO.04	N-3216354	3.0	43.5	Bay
SO.04	N-3216354	3.0	43.5	Bay
SO.04	N-3216354	3.0	43.5	Bay Region
SO.04	N-3216354	3.0	43.5	Alto Giuba
SO.05	N-3221647	5.0	47.0	Province of Galgaduud
SO.05	N-3221647	5.0	47.0	Galguduud
SO.05	N-3221647	5.0	47.0	Galguduud
SO.05	N-3221647	5.0	47.0	Galgadud Region
SO.06	N-3222209	3.0	42.0	Province of Gedo
SO.06	N-3222209	3.0	42.0	Upper Juba
SO.06	N-3222209	3.0	42.0	Gedo
SO.06	N-3222209	3.0	42.0	Gedo
SO.06	N-3222209	3.0	42.0	Gedo Region
SO.07	N-3223979	4.0	45.5	Hiran
SO.07	N-3223979	4.0	45.5	Hiiran
SO.07	N-3223979	4.0	45.5	Uebi Scebeli
SO.07	N-3223979	4.0	45.5	Commissariat de l'Uebi Scebeli
SO.07	N-3223979	4.0	45.5	Province of Hiran
SO.07	N-3223979	4.0	45.5	Hiiraan
SO.07	N-3223979	4.0	45.5	Gobolka Hiiraan
SO.07	N-3223979	4.0	45.5	Hiiran Region
SO.08	N-3224955	1.3	42.7	Middle Jubba
SO.08	N-3224955	1.3	42.7	Jubbada Dhexe Region
SO.08	N-3224955	1.3	42.7	Central Juba
SO.08	N-3224955	1.3	42.7	Upper Juba Region
SO.08	N-3224955	1.3	42.7	Middle Juba
SO.08	N-3224955	1.3	42.7	Jubbada Dhexe
SO.08	N-3224955	1.3	42.7	Gobolka Jubbada Dhexe
SO.09	N-3224957	0.0	42.0	Jubada Hoose
SO.09	N-3224957	0.0	42.0	Lower Jubba
SO.09	N-3224957	0.0	42.0	Jubbada Hoose Region
SO.09	N-3224957	0.0	42.0	Commissariat du Bas-Giuba
SO.09	N-3224957	0.0	42.0	Lower Juba
SO.09	N-3224957	0.0	42.0	Lower Giuba
SO.09	N-3224957	0.0	42.0	Basso Giuba
SO.09	N-3224957	0.0	42.0	Jubbada Hoose
SO.09	N-3224957	0.0	42.0	Gobolka Jubbada Hoose
SO.10	N-3227383	7.0	48.0	Mudugh
SO.10	N-3227383	7.0	48.0	Modugh
SO.10	N-3227383	7.0	48.0	Commissariat du Mudugh
SO.10	N-3227383	7.0	48.0	Commissariat du Modugh
SO.10	N-3227383	7.0	48.0	Province of Mudug
SO.10	N-3227383	7.0	48.0	Mudug
SO.10	N-3227383	7.0	48.0	Gobolka Mudug
SO.10	N-3227383	7.0	48.0	Mudug Region
SO.18	N-3227614	8.2	49.0	Nuugaal
SO.18	N-3227614	8.2	49.0	Nogal
SO.18	N-3227614	8.2	49.0	Nugaal Region
SO.18	N-3227614	8.2	49.0	Province of Nugaal
SO.18	N-3227614	8.2	49.0	Nugaal
SO.18	N-3227614	8.2	49.0	Gobolka Nugaal
SO.12	N-3228906	10.5	48.0	Sinad
SO.12	N-3228906	10.5	48.0	Snaq
SO.12	N-3228906	10.5	48.0	Sanaag Region
SO.12	N-3228906	10.5	48.0	Province of Sanaag
SO.12	N-3228906	10.5	48.0	Sanaag
SO.12	N-3228906	10.5	48.0	Gobolka Sanaag
SO.14	N-3229137	1.8	44.4	Shabeelle Hoose
SO.14	N-3229137	1.8	44.4	Shabeele Hoose Region
SO.14	N-3229137	1.8	44.4	Lower Shebele
SO.14	N-3229137	1.8	44.4	Province of Lower Shabelle
SO.14	N-3229137	1.8	44.4	Lower Scebeli
SO.14	N-3229137	1.8	44.4	Shabeellaha Hoose
SO.14	N-3229137	1.8	44.4	Gobolka Shabeellaha Hoose
SO.14	N-3229137	1.8	44.4	Lower Shabeelle
SO.22	N9244535	8.7	47.5	Sool Region
SO.22	N9244535	8.7	47.5	Sool
SO.22	N9244535	8.7	47.5	Gobolka Sool
SO.19	N-3229890	9.3	45.4	Burao
SO.19	N-3229890	9.3	45.4	Dohdayr
SO.19	N-3229890	9.3	45.4	Tug Der
SO.19	N-3229890	9.3	45.4	Tugdayr
SO.19	N-3229890	9.3	45.4	Togdheer Region
SO.19	N-3229890	9.3	45.4	North-East
SO.19	N-3229890	9.3	45.4	Togdheer
SO.19	N-3229890	9.3	45.4	Gobolka Togdheer
SO.20	N-3230765	10.0	44.5	Waqooye
SO.20	N-3230765	10.0	44.5	Hargeisa
SO.20	N-3230765	10.0	44.5	Waqooyi Galbeed Region
SO.20	N-3230765	10.0	44.5	North-Western Region
SO.20	N-3230765	10.0	44.5	West Galbeed
SO.20	N-3230765	10.0	44.5	North-West
SO.20	N-3230765	10.0	44.5	Woqooyi Galbeed
SO.20	N-3230765	10.0	44.5	Gobolka Woqooyi Galbeed
ES.31	N-393421	38.0	-1.5	Provincia de Murcia
ES.31	N-393421	38.0	-1.5	Comunidad Autonoma de la Region de Murcia
ES.31	N-393421	38.0	-1.5	Murcia
ES.31	N-393421	38.0	-1.5	Murcia
ES.29	N-390628	40.5	-3.7	Provincia de Madrid
ES.29	N-390628	40.5	-3.7	Comunidad de Madrid
ES.29	N-390628	40.5	-3.7	Madrid
ES.34	N-394971	43.3	-6.0	Provincia de Oviedo
ES.34	N-394971	43.3	-6.0	Oviedo
ES.34	N-394971	43.3	-6.0	Asturias
ES.34	N-394971	43.3	-6.0	Comunidad Autonoma del Principado de Asturias
ES.34	N-394971	43.3	-6.0	Asturias
ES.62	N11845707	35.3	-2.9	Melilla
ES.62	N11845707	35.3	-2.9	Ciudad Autonoma de Melilla
ES.61	N11845706	35.9	-5.3	Ceuta
ES.61	N11845706	35.9	-5.3	Ceuta
ES.27	N6198365	42.3	-2.5	La Rioja
ES.27	N6198365	42.3	-2.5	Comunidad Autonoma de La Rioja
ES.32	N-393793	42.8	-1.7	Provincia de Navarra
ES.32	N-393793	42.8	-1.7	Navarre
ES.32	N-393793	42.8	-1.7	Navarra
ES.32	N-393793	42.8	-1.7	Comunidad Foral de Navarra
ES.32	N-393793	42.8	-1.7	Nafarroa
ES.32	N-393793	42.8	-1.7	Nafarroa
ES.53	N6198369	28.0	-15.5	Canary Islands
ES.53	N6198369	28.0	-15.5	Canarias
ES.53	N6198369	28.0	-15.5	Canarias
ES.54	N6198370	39.5	-3.0	Castile-La Mancha
ES.54	N6198370	39.5	-3.0	Castilla-La Mancha
ES.54	N6198370	39.5	-3.0	Castilla-La Mancha
ES.07	N-372237	39.6	3.0	Comunidad Autonoma de las Illes Balears
ES.07	N-372237	39.6	3.0	Comunitat Autonoma de les Illes Balears
ES.07	N-372237	39.6	3.0	Illes Balears
ES.07	N-372237	39.6	3.0	Illes Balears
ES.07	N-372237	39.6	3.0	Balearic Islands
ES.07	N-372237	39.6	3.0	Comunidad Autonoma de las Islas Baleares
ES.07	N-372237	39.6	3.0	Balears
ES.07	N-372237	39.6	3.0	Baleares
ES.07	N-372237	39.6	3.0	Provincia de Baleares
ES.07	N-372237	39.6	3.0	Islas Baleares
ES.39	N6198366	43.2	-4.0	Cantabria
ES.39	N6198366	43.2	-4.0	Cantabria
ES.51	N6198367	37.5	-4.6	Andalusia
ES.51	N6198367	37.5	-4.6	Andalucia
ES.51	N6198367	37.5	-4.6	Andalucía
ES.52	N6198368	41.5	-0.7	Aragón
ES.52	N6198368	41.5	-0.7	Aragon
ES.52	N6198368	41.5	-0.7	Aragon
ES.55	N6198371	41.8	-4.8	Castile-Leon
ES.55	N6198371	41.8	-4.8	Castilla y León
ES.55	N6198371	41.8	-4.8	Castilla y Leon
ES.56	N6198372	41.8	1.5	Catalunya
ES.56	N6198372	41.8	1.5	Catalunya
ES.56	N6198372	41.8	1.5	Catalonha
ES.56	N6198372	41.8	1.5	Catalonha
ES.56	N6198372	41.8	1.5	Cataluña
ES.56	N6198372	41.8	1.5	Cataluna
ES.56	N6198372	41.8	1.5	Catalonia
ES.57	N6198373	39.2	-6.2	Extremadura
ES.57	N6198373	39.2	-6.2	Comunidad Autonoma de Extremadura
ES.58	N6198374	42.8	-7.9	Galicia
ES.58	N6198374	42.8	-7.9	Comunidade Autonoma de Galicia
ES.58	N6198374	42.8	-7.9	Galicia
ES.58	N6198374	42.8	-7.9	Comunidad Autonoma de Galicia
ES.59	N6198375	43.0	-2.6	Basque Country
ES.59	N6198375	43.0	-2.6	Pais Vasco
ES.59	N6198375	43.0	-2.6	Euskadi
ES.59	N6198375	43.0	-2.6	Euskadi
ES.59	N6198375	43.0	-2.6	Comunidad Autonoma del Pais Vasco
ES.60	N6198376	39.4	-0.7	Valencia
ES.60	N6198376	39.4	-0.7	Valenciana
ES.60	N6198376	39.4	-0.7	Comunidad Valenciana
ES.60	N6198376	39.4	-0.7	Comunitat Valenciana
ES.60	N6198376	39.4	-0.7	Valencian Community
ES.60	N6198376	39.4	-0.7	Comunitat Valenciana
LC.09	N-1314153	13.8	-61.0	Soufriere
LC.09	N-1314153	13.8	-61.0	Quarter of Soufriere
LC.09	N-1314153	13.8	-61.0	District of Soufriere
LC.08	N-1314026	13.8	-60.9	Micoud
LC.08	N-1314026	13.8	-60.9	Quarter of Micoud
LC.08	N-1314026	13.8	-60.9	District of Micoud
LC.10	N-1314181	13.8	-61.0	Vieux-Fort
LC.10	N-1314181	13.8	-61.0	Quarter of Vieux-Fort
LC.10	N-1314181	13.8	-61.0	District of Vieux-Fort
LC.12	N12083336	13.9	-61.0	Canaries
LC.12	N12083336	13.9	-61.0	Canaries
LC.01	N-1313701	13.9	-61.0	Anse-la-Raye
LC.01	N-1313701	13.9	-61.0	Quarter of Anse-la-Raye
LC.01	N-1313701	13.9	-61.0	Anse-la-Raye
LC.03	N-1313783	14.0	-61.0	Castries
LC.03	N-1313783	14.0	-61.0	Quarter of Castries
LC.03	N-1313783	14.0	-61.0	Castries
LC.04	N-1313799	13.8	-61.0	Choiseul
LC.04	N-1313799	13.8	-61.0	Quarter of Choiseul
LC.04	N-1313799	13.8	-61.0	Choiseul
LC.05	N-1313829	13.9	-60.9	Dennery
LC.05	N-1313829	13.9	-60.9	Quarter of Dennery
LC.05	N-1313829	13.9	-60.9	Dennery
LC.06	N-1313908	14.0	-60.9	Gros-Islet
LC.06	N-1313908	14.0	-60.9	Quarter of Gros-Islet
LC.06	N-1313908	14.0	-60.9	District of Gros-Islet
LC.07	N-1313931	13.8	-61.0	Laborie
LC.07	N-1313931	13.8	-61.0	Quarter of Laborie
LC.07	N-1313931	13.8	-61.0	District of Laborie
LC.0	N-1313822	14.0	-60.9	Dauphin
LC.0	N-1313822	14.0	-60.9	Dauphin
LC.0	N-1314086	13.9	-60.9	Praslin
LC.0	N-1314086	13.9	-60.9	Praslin
SD.61	N11615372	12.4	23.3	Wilayat Wasat Darfur
SD.61	N11615372	12.4	23.3	Central Darfur
SD.61	N11615372	12.4	23.3	Central Darfur
SD.61	N11615372	12.4	23.3	Wasat Darfur
SD.61	N11615372	12.4	23.3	وسط دارفور
SD.61	N11615372	12.4	23.3	وسط دارفور
SD.36	N315324	20.0	35.7	Al Bahar al Ahmar
SD.36	N315324	20.0	35.7	Wilayat al Bahr al Ahmar
SD.36	N315324	20.0	35.7	Red Sea
SD.36	N315324	20.0	35.7	Red Sea
SD.36	N315324	20.0	35.7	Al Bahr al Ahmar
SD.36	N315324	20.0	35.7	البحر الاحمر
SD.36	N315324	20.0	35.7	البحر الاحمر
SD.60	N11615371	11.2	26.5	Eastern Darfur
SD.60	N11615371	11.2	26.5	Wilayat Sharq Darfur
SD.60	N11615371	11.2	26.5	East Darfur
SD.60	N11615371	11.2	26.5	East Darfur
SD.60	N11615371	11.2	26.5	Sharq Darfur
SD.60	N11615371	11.2	26.5	Eastern Darfur State
SD.60	N11615371	11.2	26.5	شرق دارفور
SD.60	N11615371	11.2	26.5	شرق دارفور
SD.47	N315418	13.4	22.7	Gharb Darfour
SD.47	N315418	13.4	22.7	Western Darfur
SD.47	N315418	13.4	22.7	West Darfur
SD.47	N315418	13.4	22.7	West Darfur
SD.47	N315418	13.4	22.7	Western Darfur State
SD.47	N315418	13.4	22.7	Wilayat Gharb Darfur
SD.47	N315418	13.4	22.7	Gharb Darfur
SD.47	N315418	13.4	22.7	غرب دارفور
SD.47	N315418	13.4	22.7	غرب دارفور
SD.49	N315426	11.5	24.7	Janub Darfour
SD.49	N315426	11.5	24.7	Southern Darfur
SD.49	N315426	11.5	24.7	Wilayat Janub Darfur
SD.49	N315426	11.5	24.7	South Darfur
SD.49	N315426	11.5	24.7	South Darfur
SD.49	N315426	11.5	24.7	Janub Darfur
SD.49	N315426	11.5	24.7	Southern Darfur State
SD.49	N315426	11.5	24.7	جنوب دارفور
SD.49	N315426	11.5	24.7	جنوب دارفور
SD.50	N315428	11.3	30.8	Southern Kordofan
SD.50	N315428	11.3	30.8	Janub Kurdofan
SD.50	N315428	11.3	30.8	Wilayat Janub Kurdufan
SD.50	N315428	11.3	30.8	South Kordofan
SD.50	N315428	11.3	30.8	South Kordofan
SD.50	N315428	11.3	30.8	Janub Kurdufan
SD.50	N315428	11.3	30.8	Southern Kordofan State
SD.50	N315428	11.3	30.8	جنوب كردفان
SD.50	N315428	11.3	30.8	جنوب كردفان
SD.52	N315434	15.9	35.6	Kasala
SD.52	N315434	15.9	35.6	Kassla
SD.52	N315434	15.9	35.6	Wilayat Kassala
SD.52	N315434	15.9	35.6	Kassala
SD.52	N315434	15.9	35.6	Kassala
SD.52	N315434	15.9	35.6	Kassala
SD.52	N315434	15.9	35.6	كسلا
SD.52	N315434	15.9	35.6	كسلا
SD.53	N315437	19.0	33.2	Nile
SD.53	N315437	19.0	33.2	An Nil
SD.53	N315437	19.0	33.2	Wilayat Nahr an Nil
SD.53	N315437	19.0	33.2	River Nile
SD.53	N315437	19.0	33.2	River Nile
SD.53	N315437	19.0	33.2	Nahr an Nil
SD.53	N315437	19.0	33.2	نهر النيل
SD.53	N315437	19.0	33.2	نهر النيل
SD.41	N315382	13.5	32.4	Wilayat an Nil al Abyad
SD.41	N315382	13.5	32.4	White Nile
SD.41	N315382	13.5	32.4	White Nile
SD.41	N315382	13.5	32.4	An Nil al Abyad
SD.41	N315382	13.5	32.4	النيل الابيض
SD.41	N315382	13.5	32.4	النيل الابيض
SD.42	N315383	11.2	34.1	Wilayat an Nil al Azraq
SD.42	N315383	11.2	34.1	Blue Nile
SD.42	N315383	11.2	34.1	Blue Nile
SD.42	N315383	11.2	34.1	An Nil al Azraq
SD.42	N315383	11.2	34.1	النيل الازرق
SD.42	N315383	11.2	34.1	النيل الازرق
SD.55	N315442	16.0	25.5	Shimal Darfour
SD.55	N315442	16.0	25.5	Northern Darfur
SD.55	N315442	16.0	25.5	Wilayat Shimal Darfur
SD.55	N315442	16.0	25.5	North Darfur
SD.55	N315442	16.0	25.5	North Darfur
SD.55	N315442	16.0	25.5	Shimal Darfur
SD.55	N315442	16.0	25.5	Shamal Darfur
SD.55	N315442	16.0	25.5	Wilayat Shamal Darfur
SD.55	N315442	16.0	25.5	Northern Darfur State
SD.55	N315442	16.0	25.5	شمال دارفور
SD.55	N315442	16.0	25.5	شمال دارفور
SD.56	N315444	14.7	29.9	Shimal Kurdofan
SD.56	N315444	14.7	29.9	Northern Kordofan
SD.56	N315444	14.7	29.9	Wilayat Shimal Kurdufan
SD.56	N315444	14.7	29.9	North Kordofan
SD.56	N315444	14.7	29.9	North Kordofan
SD.56	N315444	14.7	29.9	Shimal Kurdufan
SD.56	N315444	14.7	29.9	Shamal Kurdufan
SD.56	N315444	14.7	29.9	Northern Kordofan State
SD.56	N315444	14.7	29.9	Wilayat Shamal Kurdufan
SD.56	N315444	14.7	29.9	شمال كردفان
SD.56	N315444	14.7	29.9	شمال كردفان
SD.43	N-2852	19.3	29.5	Al Iqlim ash Shamali
SD.43	N-2852	19.3	29.5	The Northern State
SD.43	N-2852	19.3	29.5	Al Wilayah ash Shimaliyah
SD.43	N-2852	19.3	29.5	Northern
SD.43	N-2852	19.3	29.5	Northern
SD.43	N-2852	19.3	29.5	Ash Shimaliyah
SD.43	N-2852	19.3	29.5	Ash Shamaliyah
SD.43	N-2852	19.3	29.5	Wilayah ash Shimaliyya
SD.43	N-2852	19.3	29.5	Ash Shimaliyya
SD.43	N-2852	19.3	29.5	Al Wilayah ash Shamaliyah
SD.43	N-2852	19.3	29.5	Al Iqlim ash Shimali
SD.43	N-2852	19.3	29.5	الشمالية
SD.43	N-2852	19.3	29.5	الشمالية
SD.58	N315447	13.0	34.0	Sennar
SD.58	N315447	13.0	34.0	Wilayat Sinnar
SD.58	N315447	13.0	34.0	Sinnar State
SD.58	N315447	13.0	34.0	Sinnar
SD.58	N315447	13.0	34.0	Sinnar
